path,source_file,kalimat,product,quantity,tipe,speaker,intent,path_abs,feat_path,duration,n_frames,split,id,feature_path,frames
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_286.wav,synt_286.wav,catat 4 teh,teh,4.0,synt,tts_google,add_item,,,1.184,,,285,data\features\285.npy,75
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_287.wav,synt_287.wav,catat 1 kopi,kopi,1.0,synt,tts_google,add_item,,,1.242125,,,286,data\features\286.npy,78
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_288.wav,synt_288.wav,catat 4 gula,gula,4.0,synt,tts_google,add_item,,,1.12,,,287,data\features\287.npy,71
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_289.wav,synt_289.wav,catat 3 telur,telur,3.0,synt,tts_google,add_item,,,1.056,,,288,data\features\288.npy,67
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_290.wav,synt_290.wav,catat 3 teh,teh,3.0,synt,tts_google,add_item,,,1.152,,,289,data\features\289.npy,73
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_291.wav,synt_291.wav,catat 1 sabun,sabun,1.0,synt,tts_google,add_item,,,1.312,,,290,data\features\290.npy,83
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_292.wav,synt_292.wav,catat 1 mie,mie,1.0,synt,tts_google,add_item,,,1.184,,,291,data\features\291.npy,75
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_293.wav,synt_293.wav,catat 5 air mineral,air mineral,5.0,synt,tts_google,add_item,,,0.992,,,292,data\features\292.npy,63
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_294.wav,synt_294.wav,catat 1 mie,mie,1.0,synt,tts_google,add_item,,,1.408,,,293,data\features\293.npy,89
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_295.wav,synt_295.wav,catat 3 kopi,kopi,3.0,synt,tts_google,add_item,,,1.664,,,294,data\features\294.npy,105
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_296.wav,synt_296.wav,catat 3 sabun,sabun,3.0,synt,tts_google,add_item,,,1.12,,,295,data\features\295.npy,71
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_297.wav,synt_297.wav,catat 3 teh,teh,3.0,synt,tts_google,add_item,,,1.216,,,296,data\features\296.npy,77
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_298.wav,synt_298.wav,catat 1 gula,gula,1.0,synt,tts_google,add_item,,,1.564125,,,297,data\features\297.npy,98
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_299.wav,synt_299.wav,catat 1 telur,telur,1.0,synt,tts_google,add_item,,,1.152,,,298,data\features\298.npy,73
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_300.wav,synt_300.wav,catat 4 minyak,minyak,4.0,synt,tts_google,add_item,,,1.816875,,,299,data\features\299.npy,114
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_301.wav,synt_301.wav,catat 2 gula,gula,2.0,synt,tts_google,add_item,,,1.483125,,,300,data\features\300.npy,93
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_302.wav,synt_302.wav,catat 3 sabun,sabun,3.0,synt,tts_google,add_item,,,1.024,,,301,data\features\301.npy,65
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_303.wav,synt_303.wav,catat 5 teh,teh,5.0,synt,tts_google,add_item,,,1.12,,,302,data\features\302.npy,71
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_304.wav,synt_304.wav,catat 2 teh,teh,2.0,synt,tts_google,add_item,,,0.704,,,303,data\features\303.npy,45
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_305.wav,synt_305.wav,catat 1 teh,teh,1.0,synt,tts_google,add_item,,,0.992,,,304,data\features\304.npy,63
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_306.wav,synt_306.wav,catat 1 kopi,kopi,1.0,synt,tts_google,add_item,,,1.274125,,,305,data\features\305.npy,80
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_307.wav,synt_307.wav,catat 1 air mineral,air mineral,1.0,synt,tts_google,add_item,,,1.344,,,306,data\features\306.npy,85
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_308.wav,synt_308.wav,catat 2 sabun,sabun,2.0,synt,tts_google,add_item,,,1.28,,,307,data\features\307.npy,81
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_309.wav,synt_309.wav,catat 1 air mineral,air mineral,1.0,synt,tts_google,add_item,,,1.210125,,,308,data\features\308.npy,76
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_310.wav,synt_310.wav,catat 3 beras,beras,3.0,synt,tts_google,add_item,,,0.928,,,309,data\features\309.npy,59
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_311.wav,synt_311.wav,catat 1 mie,mie,1.0,synt,tts_google,add_item,,,0.8,,,310,data\features\310.npy,51
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_312.wav,synt_312.wav,catat 5 gula,gula,5.0,synt,tts_google,add_item,,,1.515125,,,311,data\features\311.npy,95
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_313.wav,synt_313.wav,catat 2 kopi,kopi,2.0,synt,tts_google,add_item,,,1.28,,,312,data\features\312.npy,81
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_314.wav,synt_314.wav,catat 5 teh,teh,5.0,synt,tts_google,add_item,,,1.398875,,,313,data\features\313.npy,88
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_315.wav,synt_315.wav,catat 2 air mineral,air mineral,2.0,synt,tts_google,add_item,,,1.152,,,314,data\features\314.npy,73
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_316.wav,synt_316.wav,catat 2 air mineral,air mineral,2.0,synt,tts_google,add_item,,,1.12,,,315,data\features\315.npy,71
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_317.wav,synt_317.wav,catat 4 beras,beras,4.0,synt,tts_google,add_item,,,1.184,,,316,data\features\316.npy,75
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_318.wav,synt_318.wav,catat 1 beras,beras,1.0,synt,tts_google,add_item,,,1.326375,,,317,data\features\317.npy,83
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_319.wav,synt_319.wav,catat 2 telur,telur,2.0,synt,tts_google,add_item,,,2.688,,,318,data\features\318.npy,169
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_320.wav,synt_320.wav,catat 1 mie,mie,1.0,synt,tts_google,add_item,,,1.056,,,319,data\features\319.npy,67
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_321.wav,synt_321.wav,catat 5 beras,beras,5.0,synt,tts_google,add_item,,,0.928,,,320,data\features\320.npy,59
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_322.wav,synt_322.wav,catat 4 minyak,minyak,4.0,synt,tts_google,add_item,,,1.024,,,321,data\features\321.npy,65
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_323.wav,synt_323.wav,catat 1 susu,susu,1.0,synt,tts_google,add_item,,,1.12,,,322,data\features\322.npy,71
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_324.wav,synt_324.wav,catat 2 telur,telur,2.0,synt,tts_google,add_item,,,1.376,,,323,data\features\323.npy,87
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_325.wav,synt_325.wav,catat 4 minyak,minyak,4.0,synt,tts_google,add_item,,,1.184,,,324,data\features\324.npy,75
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_326.wav,synt_326.wav,catat 2 minyak,minyak,2.0,synt,tts_google,add_item,,,0.96,,,325,data\features\325.npy,61
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_327.wav,synt_327.wav,catat 1 susu,susu,1.0,synt,tts_google,add_item,,,1.344,,,326,data\features\326.npy,85
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_328.wav,synt_328.wav,catat 3 susu,susu,3.0,synt,tts_google,add_item,,,1.056,,,327,data\features\327.npy,67
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_329.wav,synt_329.wav,catat 1 telur,telur,1.0,synt,tts_google,add_item,,,1.056,,,328,data\features\328.npy,67
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_330.wav,synt_330.wav,catat 4 sabun,sabun,4.0,synt,tts_google,add_item,,,0.896,,,329,data\features\329.npy,57
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_331.wav,synt_331.wav,catat 1 minyak,minyak,1.0,synt,tts_google,add_item,,,1.696,,,330,data\features\330.npy,107
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_332.wav,synt_332.wav,catat 2 telur,telur,2.0,synt,tts_google,add_item,,,1.568,,,331,data\features\331.npy,99
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_333.wav,synt_333.wav,catat 2 teh,teh,2.0,synt,tts_google,add_item,,,1.216,,,332,data\features\332.npy,77
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_334.wav,synt_334.wav,catat 2 mie,mie,2.0,synt,tts_google,add_item,,,1.242125,,,333,data\features\333.npy,78
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_335.wav,synt_335.wav,catat 1 mie,mie,1.0,synt,tts_google,add_item,,,1.44525,,,334,data\features\334.npy,91
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_336.wav,synt_336.wav,catat 4 minyak,minyak,4.0,synt,tts_google,add_item,,,1.76,,,335,data\features\335.npy,111
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_337.wav,synt_337.wav,catat 5 beras,beras,5.0,synt,tts_google,add_item,,,0.992,,,336,data\features\336.npy,63
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_338.wav,synt_338.wav,catat 3 telur,telur,3.0,synt,tts_google,add_item,,,1.344,,,337,data\features\337.npy,85
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_339.wav,synt_339.wav,catat 5 telur,telur,5.0,synt,tts_google,add_item,,,1.54125,,,338,data\features\338.npy,97
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_340.wav,synt_340.wav,catat 2 minyak,minyak,2.0,synt,tts_google,add_item,,,1.12,,,339,data\features\339.npy,71
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_341.wav,synt_341.wav,catat 2 beras,beras,2.0,synt,tts_google,add_item,,,0.864,,,340,data\features\340.npy,55
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_342.wav,synt_342.wav,catat 1 sabun,sabun,1.0,synt,tts_google,add_item,,,0.992,,,341,data\features\341.npy,63
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_343.wav,synt_343.wav,catat 5 susu,susu,5.0,synt,tts_google,add_item,,,1.152,,,342,data\features\342.npy,73
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_344.wav,synt_344.wav,catat 1 air mineral,air mineral,1.0,synt,tts_google,add_item,,,1.696,,,343,data\features\343.npy,107
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_345.wav,synt_345.wav,catat 1 gula,gula,1.0,synt,tts_google,add_item,,,1.408,,,344,data\features\344.npy,89
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_346.wav,synt_346.wav,catat 5 air mineral,air mineral,5.0,synt,tts_google,add_item,,,1.9794375,,,345,data\features\345.npy,124
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_347.wav,synt_347.wav,catat 3 beras,beras,3.0,synt,tts_google,add_item,,,0.768,,,346,data\features\346.npy,49
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_348.wav,synt_348.wav,catat 2 teh,teh,2.0,synt,tts_google,add_item,,,1.312,,,347,data\features\347.npy,83
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_349.wav,synt_349.wav,catat 3 gula,gula,3.0,synt,tts_google,add_item,,,1.28,,,348,data\features\348.npy,81
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_350.wav,synt_350.wav,catat 4 kopi,kopi,4.0,synt,tts_google,add_item,,,1.248,,,349,data\features\349.npy,79
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_351.wav,synt_351.wav,catat 2 mie,mie,2.0,synt,tts_google,add_item,,,1.262375,,,350,data\features\350.npy,79
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_352.wav,synt_352.wav,catat 2 minyak,minyak,2.0,synt,tts_google,add_item,,,1.792,,,351,data\features\351.npy,113
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_353.wav,synt_353.wav,catat 2 gula,gula,2.0,synt,tts_google,add_item,,,0.96,,,352,data\features\352.npy,61
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_354.wav,synt_354.wav,catat 3 kopi,kopi,3.0,synt,tts_google,add_item,,,1.724125,,,353,data\features\353.npy,108
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_355.wav,synt_355.wav,catat 5 teh,teh,5.0,synt,tts_google,add_item,,,1.54125,,,354,data\features\354.npy,97
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_356.wav,synt_356.wav,catat 1 susu,susu,1.0,synt,tts_google,add_item,,,1.44,,,355,data\features\355.npy,91
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_357.wav,synt_357.wav,catat 2 susu,susu,2.0,synt,tts_google,add_item,,,1.744375,,,356,data\features\356.npy,110
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_358.wav,synt_358.wav,catat 4 mie,mie,4.0,synt,tts_google,add_item,,,1.28,,,357,data\features\357.npy,81
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_359.wav,synt_359.wav,catat 1 sabun,sabun,1.0,synt,tts_google,add_item,,,0.896,,,358,data\features\358.npy,57
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_360.wav,synt_360.wav,catat 4 kopi,kopi,4.0,synt,tts_google,add_item,,,1.024,,,359,data\features\359.npy,65
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_361.wav,synt_361.wav,catat 5 mie,mie,5.0,synt,tts_google,add_item,,,1.366875,,,360,data\features\360.npy,86
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_362.wav,synt_362.wav,catat 1 sabun,sabun,1.0,synt,tts_google,add_item,,,1.696,,,361,data\features\361.npy,107
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_363.wav,synt_363.wav,catat 1 telur,telur,1.0,synt,tts_google,add_item,,,0.96,,,362,data\features\362.npy,61
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_364.wav,synt_364.wav,catat 3 teh,teh,3.0,synt,tts_google,add_item,,,0.992,,,363,data\features\363.npy,63
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_365.wav,synt_365.wav,catat 3 susu,susu,3.0,synt,tts_google,add_item,,,0.896,,,364,data\features\364.npy,57
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_366.wav,synt_366.wav,catat 2 telur,telur,2.0,synt,tts_google,add_item,,,1.28,,,365,data\features\365.npy,81
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_367.wav,synt_367.wav,catat 3 beras,beras,3.0,synt,tts_google,add_item,,,1.248,,,366,data\features\366.npy,79
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_368.wav,synt_368.wav,catat 5 beras,beras,5.0,synt,tts_google,add_item,,,1.152,,,367,data\features\367.npy,73
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_369.wav,synt_369.wav,catat 3 kopi,kopi,3.0,synt,tts_google,add_item,,,1.312,,,368,data\features\368.npy,83
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_370.wav,synt_370.wav,catat 3 teh,teh,3.0,synt,tts_google,add_item,,,1.270875,,,369,data\features\369.npy,80
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_371.wav,synt_371.wav,catat 5 air mineral,air mineral,5.0,synt,tts_google,add_item,,,0.736,,,370,data\features\370.npy,47
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_372.wav,synt_372.wav,catat 3 minyak,minyak,3.0,synt,tts_google,add_item,,,1.314625,,,371,data\features\371.npy,83
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_373.wav,synt_373.wav,catat 3 air mineral,air mineral,3.0,synt,tts_google,add_item,,,0.768,,,372,data\features\372.npy,49
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_374.wav,synt_374.wav,catat 1 telur,telur,1.0,synt,tts_google,add_item,,,1.12,,,373,data\features\373.npy,71
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_375.wav,synt_375.wav,catat 4 air mineral,air mineral,4.0,synt,tts_google,add_item,,,1.184,,,374,data\features\374.npy,75
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_376.wav,synt_376.wav,catat 4 susu,susu,4.0,synt,tts_google,add_item,,,1.152,,,375,data\features\375.npy,73
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_377.wav,synt_377.wav,catat 3 beras,beras,3.0,synt,tts_google,add_item,,,1.28,,,376,data\features\376.npy,81
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_378.wav,synt_378.wav,catat 2 telur,telur,2.0,synt,tts_google,add_item,,,0.9809375,,,377,data\features\377.npy,62
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_379.wav,synt_379.wav,catat 2 sabun,sabun,2.0,synt,tts_google,add_item,,,0.9809375,,,378,data\features\378.npy,62
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_380.wav,synt_380.wav,catat 5 mie,mie,5.0,synt,tts_google,add_item,,,1.056,,,379,data\features\379.npy,67
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_381.wav,synt_381.wav,catat 1 minyak,minyak,1.0,synt,tts_google,add_item,,,1.408,,,380,data\features\380.npy,89
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_382.wav,synt_382.wav,catat 2 gula,gula,2.0,synt,tts_google,add_item,,,1.12,,,381,data\features\381.npy,71
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_383.wav,synt_383.wav,catat 4 telur,telur,4.0,synt,tts_google,add_item,,,0.896,,,382,data\features\382.npy,57
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_384.wav,synt_384.wav,catat 4 mie,mie,4.0,synt,tts_google,add_item,,,1.376,,,383,data\features\383.npy,87
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_385.wav,synt_385.wav,catat 4 teh,teh,4.0,synt,tts_google,add_item,,,1.262375,,,384,data\features\384.npy,79
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_386.wav,synt_386.wav,catat 3 sabun,sabun,3.0,synt,tts_google,add_item,,,1.184,,,385,data\features\385.npy,75
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_387.wav,synt_387.wav,catat 4 susu,susu,4.0,synt,tts_google,add_item,,,1.024,,,386,data\features\386.npy,65
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_388.wav,synt_388.wav,catat 3 minyak,minyak,3.0,synt,tts_google,add_item,,,0.928,,,387,data\features\387.npy,59
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_389.wav,synt_389.wav,catat 3 beras,beras,3.0,synt,tts_google,add_item,,,1.294375,,,388,data\features\388.npy,81
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_390.wav,synt_390.wav,catat 3 kopi,kopi,3.0,synt,tts_google,add_item,,,1.262375,,,389,data\features\389.npy,79
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_391.wav,synt_391.wav,catat 5 beras,beras,5.0,synt,tts_google,add_item,,,1.28,,,390,data\features\390.npy,81
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_392.wav,synt_392.wav,catat 4 beras,beras,4.0,synt,tts_google,add_item,,,1.024,,,391,data\features\391.npy,65
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_393.wav,synt_393.wav,catat 1 teh,teh,1.0,synt,tts_google,add_item,,,1.568,,,392,data\features\392.npy,99
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_394.wav,synt_394.wav,catat 5 telur,telur,5.0,synt,tts_google,add_item,,,1.184,,,393,data\features\393.npy,75
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_395.wav,synt_395.wav,catat 2 sabun,sabun,2.0,synt,tts_google,add_item,,,0.928,,,394,data\features\394.npy,59
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_396.wav,synt_396.wav,catat 5 kopi,kopi,5.0,synt,tts_google,add_item,,,0.768,,,395,data\features\395.npy,49
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_397.wav,synt_397.wav,catat 5 sabun,sabun,5.0,synt,tts_google,add_item,,,1.216,,,396,data\features\396.npy,77
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_398.wav,synt_398.wav,catat 3 telur,telur,3.0,synt,tts_google,add_item,,,0.992,,,397,data\features\397.npy,63
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_399.wav,synt_399.wav,catat 1 mie,mie,1.0,synt,tts_google,add_item,,,1.274125,,,398,data\features\398.npy,80
M:/ITERA/Semester 7/Deep Learning/Tubes/audio-out/synt_400.wav,synt_400.wav,catat 1 susu,susu,1.0,synt,tts_google,add_item,,,1.792,,,399,data\features\399.npy,113
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_401.mp3,synt_401.wav,catat 2 gula,gula,2.0,synt,tts_google,add_item,,,1.344,,,400,data\features\400.npy,85
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_402.mp3,synt_402.wav,catat 4 gula,gula,4.0,synt,tts_google,add_item,,,1.44,,,401,data\features\401.npy,91
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_403.mp3,synt_403.wav,catat 5 teh,teh,5.0,synt,tts_google,add_item,,,1.376,,,402,data\features\402.npy,87
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_404.mp3,synt_404.wav,catat 3 air mineral,air mineral,3.0,synt,tts_google,add_item,,,1.952,,,403,data\features\403.npy,123
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_405.mp3,synt_405.wav,catat 4 mie,mie,4.0,synt,tts_google,add_item,,,1.344,,,404,data\features\404.npy,85
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_406.mp3,synt_406.wav,catat 4 mie,mie,4.0,synt,tts_google,add_item,,,1.344,,,405,data\features\405.npy,85
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_407.mp3,synt_407.wav,catat 3 telur,telur,3.0,synt,tts_google,add_item,,,1.44,,,406,data\features\406.npy,91
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_408.mp3,synt_408.wav,catat 4 teh,teh,4.0,synt,tts_google,add_item,,,1.408,,,407,data\features\407.npy,89
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_409.mp3,synt_409.wav,catat 5 telur,telur,5.0,synt,tts_google,add_item,,,1.44,,,408,data\features\408.npy,91
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_410.mp3,synt_410.wav,catat 1 kopi,kopi,1.0,synt,tts_google,add_item,,,1.536,,,409,data\features\409.npy,97
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_411.mp3,synt_411.wav,catat 2 susu,susu,2.0,synt,tts_google,add_item,,,1.472,,,410,data\features\410.npy,93
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_412.mp3,synt_412.wav,catat 2 sabun,sabun,2.0,synt,tts_google,add_item,,,1.536,,,411,data\features\411.npy,97
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_413.mp3,synt_413.wav,catat 1 sabun,sabun,1.0,synt,tts_google,add_item,,,1.632,,,412,data\features\412.npy,103
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_414.mp3,synt_414.wav,catat 5 beras,beras,5.0,synt,tts_google,add_item,,,1.504,,,413,data\features\413.npy,95
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_415.mp3,synt_415.wav,catat 4 gula,gula,4.0,synt,tts_google,add_item,,,1.44,,,414,data\features\414.npy,91
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_416.mp3,synt_416.wav,catat 5 air mineral,air mineral,5.0,synt,tts_google,add_item,,,1.952,,,415,data\features\415.npy,123
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_417.mp3,synt_417.wav,catat 1 air mineral,air mineral,1.0,synt,tts_google,add_item,,,2.016,,,416,data\features\416.npy,127
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_418.mp3,synt_418.wav,catat 4 mie,mie,4.0,synt,tts_google,add_item,,,1.344,,,417,data\features\417.npy,85
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_419.mp3,synt_419.wav,catat 3 teh,teh,3.0,synt,tts_google,add_item,,,1.376,,,418,data\features\418.npy,87
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_420.mp3,synt_420.wav,catat 1 kopi,kopi,1.0,synt,tts_google,add_item,,,1.536,,,419,data\features\419.npy,97
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_421.mp3,synt_421.wav,catat 1 gula,gula,1.0,synt,tts_google,add_item,,,1.44,,,420,data\features\420.npy,91
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_422.mp3,synt_422.wav,catat 5 kopi,kopi,5.0,synt,tts_google,add_item,,,1.504,,,421,data\features\421.npy,95
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_423.mp3,synt_423.wav,catat 3 sabun,sabun,3.0,synt,tts_google,add_item,,,1.6,,,422,data\features\422.npy,101
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_424.mp3,synt_424.wav,catat 2 minyak,minyak,2.0,synt,tts_google,add_item,,,1.344,,,423,data\features\423.npy,85
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_425.mp3,synt_425.wav,catat 1 air mineral,air mineral,1.0,synt,tts_google,add_item,,,2.016,,,424,data\features\424.npy,127
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_426.mp3,synt_426.wav,catat 4 susu,susu,4.0,synt,tts_google,add_item,,,1.536,,,425,data\features\425.npy,97
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_427.mp3,synt_427.wav,catat 1 kopi,kopi,1.0,synt,tts_google,add_item,,,1.536,,,426,data\features\426.npy,97
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_428.mp3,synt_428.wav,catat 3 sabun,sabun,3.0,synt,tts_google,add_item,,,1.6,,,427,data\features\427.npy,101
M:/ITERA/Semester 7/Deep Learning/Tubes/TTS Google/synt_429.mp3,synt_429.wav,catat 3 gula,gula,3.0,synt,tts_google,add_item,,,1.376,,,428,data\features\428.npy,87
